|appid|game|developer|publisher|positive|negative|average_forever|average_2weeks|median_forever|median_2weeks|ccu|genre|tags
5594|1574270|Sucker for Love: First Date|Akabaka|DreadXP|1709|27|237|0|237|0|12|Indie, RPG, Simulation|"{""Anime"":364,""Story Rich"":358,""Romance"":352,""Cute"":347,""Horror"":344,""Comedy"":337,""Psychological Horror"":333,""Multiple Endings"":329,""Visual Novel"":325,""Dating Sim"":320,""Singleplayer"":277,""RPG"":269,""Point & Click"":262,""2D"":238,""Choices Matter"":208,""Simulation"":189,""Lovecraftian"":182,""Hand-drawn"":142,""Sexual Content"":102,""1990's"":79}"
5595|1868000|Resist the succubus\u2014The end of the female Knight|BoRoBoRoGame|OTAKU Plan|590|163|600|112|600|112|14|Adventure, Indie, RPG, Strategy, Early Access|"{""Early Access"":591,""Sexual Content"":537,""Hentai"":477,""Mature"":474,""Auto Battler"":433,""Female Protagonist"":430,""Adventure"":417,""Rogue-like"":416,""Strategy"":410,""RPG"":401,""Turn-Based Strategy"":368,""Tower Defense"":359,""Medieval"":348,""Visual Novel"":336,""Card Battler"":318,""Anime"":309,""2D"":305,""3D"":292,""Story Rich"":269,""JRPG"":254}"
5596|622720|Weedcraft Inc|Vile Monarch|Devolver Digital|1036|231|659|0|513|0|14|Indie, Simulation, Strategy|"{""Simulation"":188,""Strategy"":168,""Indie"":162,""Management"":74,""Medical Sim"":53,""Singleplayer"":47,""Casual"":32,""Clicker"":23,""Crafting"":15,""Great Soundtrack"":13,""Comedy"":11,""Realistic"":10,""Crime"":9,""Resource Management"":6}"
5597|346730|GOCCO OF WAR|peakvox, O-TWO inc.|PLAYISM|876|113|675|0|652|0|5|Action, Casual, Indie|"{""Anime"":58,""Cute"":53,""Casual"":50,""Action"":49,""Multiplayer"":40,""Indie"":39,""Third-Person Shooter"":28,""Shooter"":25,""Character Customization"":22,""Third Person"":21,""Fantasy"":20,""Great Soundtrack"":17,""Online Co-Op"":17,""Futuristic"":17,""Co-op"":16,""Colorful"":16,""Cartoony"":15,""Controller"":15,""Character Action Game"":13,""Singleplayer"":13}"
5598|844260|Rustler (Grand Theft Horse)|Jutsu Games|Games Operators, Modus Games|854|281|16|0|22|0|10|Action, Adventure, Indie, Racing, RPG|"{""Crime"":415,""Funny"":405,""Open World"":401,""Top-Down Shooter"":378,""Medieval"":368,""Indie"":341,""Top-Down"":330,""Sandbox"":328,""Adventure"":322,""Action"":317,""Horses"":315,""Combat Racing"":311,""RPG"":305,""Story Rich"":305,""Singleplayer"":297,""Atmospheric"":284,""Soundtrack"":280,""Shooter"":277,""Mature"":272,""Swordplay"":261}"
5599|1146310|Beyond a Steel Sky|Revolution Software Ltd|Revolution Software Ltd|854|111|0|0|0|0|4|Action, Adventure, Indie|"{""Adventure"":135,""Indie"":118,""Cyberpunk"":116,""Action"":115,""Point & Click"":115,""Sci-fi"":105,""Story Rich"":102,""Singleplayer"":101,""Choices Matter"":99,""Dystopian "":98,""Puzzle"":95,""Third Person"":91,""Hacking"":89,""Post-apocalyptic"":86,""Mystery"":86,""Thriller"":80,""Futuristic"":78,""Sequel"":65,""Stylized"":61,""Comedy"":57}"
5600|999020|Mega Man Zero\/ZX Legacy Collection|CAPCOM CO., LTD.|CAPCOM CO., LTD.|1136|303|0|0|0|0|29|Action, RPG|"{""Action"":210,""RPG"":166,""Platformer"":50,""Great Soundtrack"":42,""2D"":42,""Classic"":40,""Difficult"":36,""Metroidvania"":32,""Singleplayer"":29,""Pixel Graphics"":28,""Anime"":27,""Story Rich"":23,""Retro"":14,""Adventure"":11,""Sci-fi"":11,""Hack and Slash"":10,""Robots"":10,""Side Scroller"":9,""Female Protagonist"":5}"
5601|252550|Qbeh-1: The Atlas Cube|Liquid Flower|Digital Tribe|586|79|204|0|220|0|3|Adventure, Casual, Indie|"{""Puzzle"":70,""Indie"":56,""Casual"":49,""First-Person"":47,""Atmospheric"":42,""Adventure"":41,""Platformer"":37,""Level Editor"":34,""Building"":32,""Great Soundtrack"":31,""Exploration"":30,""Singleplayer"":30,""VR"":15,""Relaxing"":12,""Parkour"":10}"
5602|1405470|Scars of Summer|Shinachiku-castella|Kagura Games|721|239|166|0|250|0|11|Adventure, Indie, RPG|"{""Sexual Content"":208,""Nudity"":122,""Hentai"":111,""Mature"":109,""RPG"":103,""Adventure"":79,""Anime"":70,""JRPG"":70,""NSFW"":49,""Singleplayer"":47,""Indie"":39,""RPGMaker"":39,""Female Protagonist"":32,""Memes"":12,""FPS"":6,""Psychological Horror"":6}"
5603|840140|\u6b66\u4fa0\u4e42 The Swordsmen X|\u4e0a\u6d77\u675c\u6602\u7f51\u7edc\u79d1\u6280\u6709\u9650\u516c\u53f8|\u65b9\u5757\u6e38\u620f(CubeGame)|1673|1838|2370|0|934|0|0|Action, Adventure, Massively Multiplayer, RPG|"{""Massively Multiplayer"":116,""Action"":104,""RPG"":96,""Adventure"":90,""Battle Royale"":58,""Open World"":35,""Survival"":33,""PvP"":28,""Multiplayer"":27,""Martial Arts"":25,""Early Access"":24}"
5604|543870|NARUTO SHIPPUDEN: Ultimate Ninja STORM 2|CyberConnect2 Co. Ltd.|BANDAI NAMCO Entertainment|2225|287|521|0|795|0|40|Action, Adventure, Strategy|"{""Action"":53,""Adventure"":52,""Anime"":49,""Strategy"":37,""Fighting"":33,""Multiplayer"":23,""Ninja"":13,""Story Rich"":13,""Open World"":9,""Singleplayer"":8,""3D Fighter"":7}"
5605|908100|\u4e5d\u5dde\uff1a\u5546\u65c5\uff08Nine Provinces: Caravan\uff09|BigLight.Games, Xbgzs|BigLight.Games, Electronic Sheep Games|909|82|80|0|80|0|19|Casual, Indie, Simulation|"{""Trading"":107,""Open World"":102,""Exploration"":94,""Management"":94,""Economy"":89,""2D"":79,""Historical"":74,""Simulation"":71,""Turn-Based Combat"":71,""Hand-drawn"":67,""Retro"":66,""Singleplayer"":64,""Indie"":60,""Casual"":49}"
5606|621000|"\u5f02\u5e38 | Exception"|Kunpo Games|Kunpo Games|1637|40|100|0|124|0|2|Indie, Strategy|"{""Strategy"":29,""Indie"":29,""Programming"":19,""Robots"":15,""Pixel Graphics"":5}"
5607|1508680|Love n War: Warlord by Chance|Reborn Entertainment|Reborn Entertainment|999|148|325|0|363|0|10|Casual, RPG, Simulation, Strategy|"{""Sexual Content"":419,""Nudity"":383,""Hentai"":360,""NSFW"":343,""Mature"":331,""Strategy"":314,""Anime"":309,""Tower Defense"":305,""Management"":289,""Tactical"":286,""Grand Strategy"":283,""RPG"":281,""Dating Sim"":275,""Visual Novel"":275,""2D"":274,""Tactical RPG"":255,""Fantasy"":249,""War"":248,""Colorful"":246,""Singleplayer"":240}"
5608|885640|Lynne|ebi-hime|ebi-hime|667|185|7|0|14|0|1|Free to Play, Indie, Simulation|"{""Free to Play"":86,""Visual Novel"":68,""Horror"":42,""Sexual Content"":41,""Psychological Horror"":40,""Indie"":33,""Simulation"":32,""Anime"":28,""Female Protagonist"":17,""Singleplayer"":16,""Story Rich"":10,""Linear"":7}"
5609|615120|COMPOUND|Bevan McKechnie|notdead|1442|38|201|0|315|0|9|Action, Indie|"{""Action"":110,""Rogue-lite"":104,""VR"":92,""Indie"":90,""Retro"":79,""Shooter"":67,""FPS"":64,""Pixel Graphics"":61,""3D"":60,""First-Person"":56,""Action Roguelike"":53,""Early Access"":47,""Rogue-like"":42,""1980s"":42,""Procedural Generation"":40,""Singleplayer"":39,""Dungeon Crawler"":35,""Bullet Hell"":34,""Cyberpunk"":31,""Difficult"":30,""VR Only"":1}"
5610|1674890|Idle Calibur|\u7edd\u6c6a|DreamStep, \u7edd\u6c6a|928|123|763|0|897|0|49|Adventure, Casual, Indie, RPG, Simulation, Strategy|"{""Indie"":196,""Rogue-lite"":194,""Anime"":191,""Strategy"":191,""Idler"":189,""Wargame"":171,""Open World"":171,""Pixel Graphics"":169,""Tactical RPG"":164,""Rogue-like"":163,""Cute"":159,""Adventure"":152,""2D"":146,""Action Roguelike"":128,""Cartoon"":117,""Female Protagonist"":114,""RPG"":112,""Loot"":105,""Casual"":100,""Real Time Tactics"":91}"
5611|251630|The Impossible Game|Grip Games|FlukeDude|1067|186|339|0|90|0|2|Indie|"{""Indie"":97,""Difficult"":82,""Great Soundtrack"":81,""Platformer"":55,""Level Editor"":54,""Music"":51,""Casual"":41,""2D"":39,""Addictive"":26,""Singleplayer"":13,""Rhythm"":7}"
5612|327400|Sid Meier's Colonization (Classic)|MicroProse Software, Inc|Retroism, Nightdive Studios|694|40|2|0|2|0|107|Adventure, Simulation|"{""Simulation"":44,""Adventure"":35,""Turn-Based Strategy"":33,""Classic"":29,""Strategy"":28,""Retro"":18,""4X"":13,""Historical"":11,""Pixel Graphics"":8,""Singleplayer"":8,""Economy"":8}"
5613|966320|Later Alligator|SmallB\u00fc, Pillow Fight|SmallB\u00fc, Pillow Fight|1627|43|256|0|371|0|8|Indie|"{""Indie"":47,""Point & Click"":23,""Cute"":23,""Funny"":20,""Cartoony"":17,""Great Soundtrack"":15,""Mystery"":15,""Singleplayer"":14,""Casual"":13,""Minigames"":13,""Comedy"":12,""2D"":12,""Puzzle"":10,""Adventure"":8,""Family Friendly"":7,""Cartoon"":5}"
5614|207400|eXceed 3rd - Jade Penetrate Black Package|Tennen-sozai|Nyu Media|562|45|229|0|285|0|0|Action|"{""Bullet Hell"":140,""Anime"":102,""Shoot 'Em Up"":100,""Action"":65,""Great Soundtrack"":57,""Arcade"":36,""Indie"":30,""Female Protagonist"":27,""Singleplayer"":21,""2D"":18,""Cute"":13,""Shooter"":9,""Difficult"":9}"
5615|806510|Her Lie I Tried To Believe|Hangover Cat Purrroduction|Hangover Cat Purrroduction|784|184|64|0|64|0|0|Casual, Free to Play, Indie|"{""Sexual Content"":83,""Free to Play"":69,""Visual Novel"":62,""Anime"":45,""Nudity"":43,""Indie"":37,""Psychological"":36,""Casual"":31,""Violent"":31,""Horror"":8,""Story Rich"":6}"
5616|740260|Crimson Imprint plus -Nonexistent Christmas-|Hollowings|Hollowings|1834|122|178|0|185|0|2|Adventure, Casual, Indie|"{""Visual Novel"":62,""Nudity"":53,""Indie"":52,""Casual"":50,""Anime"":43,""Sexual Content"":38,""Adventure"":37,""Dating Sim"":26,""Romance"":23,""Mature"":22}"
5617|1129220|BEARS, VODKA, BALALAIKA! |Rabotiagi games|Rabotiagi games|1650|169|107|0|110|0|0|Action, Adventure, Indie, RPG, Simulation|"{""Violent"":37,""Action"":34,""Indie"":34,""Memes"":33,""Adventure"":32,""Simulation"":32,""RPG"":30,""Psychological Horror"":27,""Third-Person Shooter"":23,""Funny"":23,""World War II"":20,""Military"":20,""Realistic"":16,""Alternate History"":16,""Survival"":15,""Great Soundtrack"":15,""Arena Shooter"":15,""Singleplayer"":14,""Colorful"":13,""Historical"":12}"
5618|1380420|Grow: Song of the Evertree|Prideful Sloth|505 Games|1220|177|110|0|192|0|39|Action, Adventure, Casual|"{""Singleplayer"":679,""Adventure"":497,""Casual"":485,""Simulation"":460,""Farming Sim"":456,""Wholesome"":455,""Exploration"":448,""Open World"":438,""Sandbox"":432,""City Builder"":429,""Life Sim"":421,""Cute"":418,""Colorful"":411,""Third Person"":395,""Agriculture"":391,""Atmospheric"":388,""Family Friendly"":377,""Fantasy"":365,""Management"":361,""Nature"":359}"
5619|495050|Mega Man Legacy Collection 2|CAPCOM CO., LTD|CAPCOM CO., LTD|878|123|86|0|139|0|17|Action|"{""Action"":65,""Platformer"":44,""Classic"":39,""Retro"":37,""Great Soundtrack"":36,""2D"":31,""Singleplayer"":27,""Difficult"":23,""Side Scroller"":21,""Pixel Graphics"":21,""Anime"":20,""Shooter"":11,""1990's"":9,""Remake"":8,""Sci-fi"":5}"
5620|353090|Chicken Invaders 5|InterAction studios|InterAction studios|811|26|672|0|679|0|12|Action, Casual, Indie|"{""Casual"":48,""Action"":46,""Indie"":42,""Shoot 'Em Up"":17,""Multiplayer"":12,""Local Co-Op"":9,""Co-op"":7,""Arcade"":6,""Shooter"":6,""Bullet Hell"":6}"
5621|1356280|Kitaria Fables|Twin Hearts|PQube|723|206|649|0|717|0|27|Action, Adventure, RPG|"{""Co-op"":342,""Action RPG"":339,""Farming Sim"":325,""Crafting"":320,""Adventure"":318,""RPG"":312,""Co-op Campaign"":298,""Local Co-Op"":291,""Singleplayer"":279,""Local Multiplayer"":276,""Action-Adventure"":271,""Cute"":267,""Family Friendly"":265,""Combat"":255,""Exploration"":252,""Loot"":245,""Magic"":239,""Archery"":237,""Agriculture"":235,""Action"":235}"
5622|1246020|NOeSIS_\u8bc9\u8bf4\u8c0e\u8a00\u8bb0\u5fc6\u7269\u8bed|Classic Chocolat|Red \u00d7 Balloon, Hikare \u4e2a\u4eba\u6c49\u5316|932|29|0|0|0|0|4|Casual, Free to Play, Indie, RPG|"{""RPG"":319,""Visual Novel"":314,""Mystery"":312,""Indie"":307,""Psychological Horror"":305,""Casual"":297,""Horror"":297,""Strategy"":295,""Anime"":294,""Cute"":293,""Gore"":289,""Romance"":285,""Singleplayer"":285,""Free to Play"":283,""Story Rich"":123,""Dating Sim"":118,""Sexual Content"":116,""FPS"":109,""Nudity"":83,""Hentai"":56}"
5623|551860|Abandon Ship|Fireblade Software|Fireblade Software|783|269|1728|0|1728|0|8|Adventure, Indie, RPG, Strategy|"{""Pirates"":260,""Rogue-lite"":260,""Naval"":254,""Naval Combat"":252,""Lovecraftian"":250,""Real Time Tactics"":241,""Choose Your Own Adventure"":239,""Story Rich"":235,""Dark Fantasy"":230,""Exploration"":227,""Open World"":222,""Perma Death"":216,""Survival"":212,""Tactical"":211,""Strategy"":202,""Rogue-like"":200,""Procedural Generation"":199,""RPG"":197,""Historical"":194,""Sandbox"":178}"
5624|755980|"\"" DEPLOYMENT"|Whale Rock Games|Whale Rock Games|546|113|30|0|33|0|2|Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, Sports, Strategy|"{""Action"":196,""Racing"":143,""Indie"":138,""Multiplayer"":135,""Competitive"":132,""Massively Multiplayer"":129,""Casual"":119,""Singleplayer"":116,""Atmospheric"":114,""Sci-fi"":112,""Puzzle"":110,""Short"":108,""Platformer"":105,""Puzzle-Platformer"":100,""Science"":98,""Funny"":96,""Dark Humor"":88,""Comedy"":80,""Story Rich"":74,""Physics"":68}"
5625|1337010|Alba: A Wildlife Adventure|ustwo games|ustwo games, PID Games|3218|68|132|0|154|0|12|Adventure, Casual|"{""Casual"":237,""Wholesome"":227,""Cozy"":216,""Family Friendly"":214,""Female Protagonist"":209,""Action-Adventure"":203,""Adventure"":201,""Nature"":195,""3D"":190,""Exploration"":183,""Funny"":178,""Story Rich"":175,""Open World"":174,""Indie"":170,""Cartoony"":168,""Singleplayer"":165,""Collectathon"":151,""Cute"":150,""Creature Collector"":146,""Colorful"":134}"
5626|1054550|Phantom Rose|makaroll|Studio Maka|568|175|213|0|213|0|1|Indie, Strategy|"{""Roguelike Deckbuilder"":48,""Indie"":40,""Strategy"":38,""Anime"":34,""Female Protagonist"":28,""Rogue-lite"":24,""Card Game"":23,""Singleplayer"":22,""Turn-Based"":19,""2D"":17,""Great Soundtrack"":15,""Replay Value"":15,""Fantasy"":15,""Dungeon Crawler"":13,""Rogue-like"":13,""RPG"":12,""Cute"":7,""JRPG"":6}"
5627|1157340|Hentai Killer|PlatSTUDIO|PlatSTUDIO, AFBIK Studio|1105|313|90|7|31|7|4|Adventure, Casual, Indie, Massively Multiplayer|"{""Sexual Content"":62,""Nudity"":55,""Hentai"":39,""Anime"":34,""Adventure"":33,""Indie"":33,""Casual"":24,""Gore"":24,""Massively Multiplayer"":21,""2D"":18,""Action"":16,""Puzzle"":14}"
5628|862800|Storm Chasers|Little Cloud Games|Little Cloud Games|1276|190|0|0|0|0|10|Action, Indie, Simulation, Early Access|"{""Early Access"":40,""Simulation"":40,""Indie"":38,""Action"":20,""Multiplayer"":13,""Singleplayer"":8,""First-Person"":7,""Open World"":5}"
5629|855740|Bum Simulator|Ragged Games|Ragged Games, PlayWay S.A.|1294|221|354|0|495|0|7|Action, Adventure, Indie, Simulation, Early Access|"{""Simulation"":138,""Adventure"":113,""Action"":99,""Survival"":72,""Funny"":68,""Open World"":66,""Sandbox"":61,""Singleplayer"":58,""First-Person"":50,""Base-Building"":48,""Comedy"":45,""Realistic"":44,""Memes"":41,""Building"":40,""Crafting"":39,""Physics"":34,""Early Access"":31,""Casual"":13,""Psychological Horror"":8,""Sexual Content"":6}"
5630|482450|Nitroplus Blasterz: Heroines Infinite Duel|EXAMU|XSEED Games, Marvelous USA, Inc., Marvelous|681|71|126|0|126|0|1|Action|"{""Anime"":138,""2D Fighter"":116,""Fighting"":110,""PvP"":105,""Action"":99,""Female Protagonist"":94,""Arcade"":93,""Visual Novel"":87,""Cute"":87,""Multiplayer"":83,""Singleplayer"":80,""2D"":75,""Ninja"":69,""Dark"":69,""Sexual Content"":61,""Nudity"":53,""Mature"":48,""Memes"":40,""Great Soundtrack"":37,""Psychological Horror"":33}"
5631|1807080|Ghost Exile|LostOneTeam|LostOneTeam|1163|173|398|662|577|662|63|Action, Indie, Early Access|"{""Horror"":69,""Psychological Horror"":52,""Action"":49,""Online Co-Op"":47,""Co-op"":44,""Perma Death"":44,""Multiplayer"":43,""Choices Matter"":38,""First-Person"":30,""Early Access"":25,""Atmospheric"":24,""Indie"":23,""3D"":21,""PvE"":21,""Singleplayer"":19,""Team-Based"":19}"
5632|1376420|StopGate|Anton Pauli|Anton Pauli|526|46|0|0|0|0|0|Adventure, Casual, Free to Play, Indie|"{""Comedy"":56,""Adventure"":53,""Visual Novel"":50,""Hand-drawn"":47,""Lore-Rich"":40,""Story Rich"":38,""Casual"":36,""2D"":32,""Memes"":31,""Fantasy"":30,""Free to Play"":28,""Indie"":25,""Multiple Endings"":24,""Singleplayer"":21,""Conversation"":21}"
5633|455820|Omensight: Definitive Edition|Spearhead Games|Spearhead Games|1223|151|95|0|95|0|1|Action, Adventure, Indie, RPG|"{""Action"":69,""Indie"":52,""Adventure"":49,""RPG"":46,""Fantasy"":42,""Time Travel"":38,""Story Rich"":36,""Mystery"":31,""Swordplay"":30,""Choices Matter"":28,""Dark Fantasy"":25,""Dynamic Narration"":24,""Hack and Slash"":24,""Great Soundtrack"":23,""Action RPG"":22,""Female Protagonist"":19,""Singleplayer"":18}"
5634|716500|Eliza|Zachtronics|Zachtronics|1234|116|293|0|293|0|1|Indie|"{""Female Protagonist"":101,""Visual Novel"":93,""Emotional"":92,""Psychological"":73,""Indie"":70,""Atmospheric"":65,""Story Rich"":49,""Dystopian "":43,""Singleplayer"":39,""Great Soundtrack"":35,""Beautiful"":35,""Choices Matter"":33,""Sci-fi"":10,""LGBTQ+"":8,""Casual"":6}"
5635|1113940|Electronic Super Joy 2|Michael Todd Games|2&30 Software|591|80|12|0|13|0|0|Indie|"{""Indie"":36,""Difficult"":25,""Platformer"":24,""Free to Play"":23,""Great Soundtrack"":20,""2D"":20,""Music"":19,""Pixel Graphics"":19,""Singleplayer"":19,""Retro"":17,""Action"":16,""Side Scroller"":16,""Soundtrack"":13}"
5636|1120320|Builder Simulator|Live Motion Games|Live Motion Games, Frozen Way|640|199|467|0|493|0|46|Adventure, Casual, Indie, Simulation, Strategy|"{""Simulation"":246,""Design & Illustration"":230,""Building"":229,""Singleplayer"":226,""Sandbox"":224,""Education"":208,""Relaxing"":205,""Immersive Sim"":187,""Replay Value"":186,""Family Friendly"":185,""Economy"":182,""Management"":176,""First-Person"":168,""Base-Building"":164,""3D"":153,""Realistic"":144,""Indie"":122,""Destruction"":111,""Controller"":106,""Adventure"":97}"
5637|1718870|Spaceflight Simulator|Stefo Mai Morojna|Stefo Mai Morojna|1562|63|0|0|0|0|150|Indie, Simulation, Early Access|"{""Sandbox"":157,""Space Sim"":149,""Simulation"":142,""2D"":136,""Space"":134,""Exploration"":131,""Singleplayer"":115,""Science"":113,""Crafting"":78,""Early Access"":75,""Atmospheric"":59,""Indie"":55,""Spaceships"":49,""2.5D"":49,""Physics"":45,""Building"":43,""Realistic"":33,""Open World"":24,""Moddable"":15,""Sci-fi"":6}"
5638|897730|Among Trees|FJRD Interactive|FJRD Interactive|1022|452|335|0|626|0|14|Adventure, Indie, Simulation|"{""Open World Survival Craft"":251,""Exploration"":240,""Survival"":237,""Open World"":220,""Adventure"":220,""Relaxing"":218,""Atmospheric"":217,""Colorful"":194,""Crafting"":189,""First-Person"":185,""Farming"":183,""Sandbox"":179,""Cooking"":179,""Singleplayer"":174,""Building"":173,""Base-Building"":160,""Simulation"":155,""Indie"":147,""Early Access"":142,""Survival Horror"":100}"
5639|1451480|The Greatest Penguin Heist of All Time|That Fish, That Other Fish|That Fish, That Other Fish|829|120|90|0|111|0|9|Action, Adventure, Indie, Early Access|"{""Early Access"":1538,""Heist"":1398,""Cartoony"":1368,""Sandbox"":1360,""Comedy"":1355,""Action-Adventure"":1346,""Choices Matter"":1208,""Funny"":1098,""Multiplayer"":852,""Co-op"":838,""Physics"":819,""Action"":814,""Intentionally Awkward Controls"":807,""PvP"":802,""Third-Person Shooter"":796,""Stealth"":786,""Online Co-Op"":765,""Character Customization"":763,""Combat"":750,""Casual"":745}"
5640|261700|Eryi's Action|Xtal Sword|Xtal Sword|1193|166|150|0|208|0|1|Action, Indie|"{""Platformer"":127,""Indie"":102,""Anime"":100,""Difficult"":77,""Action"":70,""Puzzle"":53,""Cute"":51,""Female Protagonist"":48,""Singleplayer"":27,""2D"":26,""Comedy"":19,""Side Scroller"":13,""Casual"":11,""Adventure"":5}"
5641|1389160|Dark Fracture: Prologue|Twisted II Studio|Twisted II Studio, Feardemic|936|157|0|0|0|0|2|Action, Adventure, Free to Play, Indie, Simulation|"{""Horror"":477,""Adventure"":448,""Exploration"":439,""First-Person"":438,""Indie"":436,""Survival Horror"":431,""Free to Play"":410,""Psychological Horror"":402,""Action-Adventure"":398,""Dark"":394,""Walking Simulator"":375,""Atmospheric"":374,""Action"":372,""Surreal"":368,""Psychological"":358,""Supernatural"":355,""Mystery"":355,""Multiplayer"":355,""Simulation"":354,""Demons"":343}"
5642|1710170|Blade of Darkness|Rebel Act Studios, Fire Falcom, General Arcade|SNEG|1339|74|0|0|0|0|13|Action, RPG|"{""Violent"":249,""Dark Fantasy"":245,""Difficult"":244,""Souls-like"":234,""Action"":227,""Combat"":225,""RPG"":211,""Gore"":211,""Dark"":194,""Atmospheric"":184,""Third Person"":156,""Action RPG"":146,""Action-Adventure"":139,""Fantasy"":128,""Hack and Slash"":127,""Lore-Rich"":82,""Moddable"":68,""Singleplayer"":50,""Narration"":49,""Replay Value"":42}"
